id_encuestado,fecha_respuesta,edad_rango,genero,ciudad,nivel_educativo,tipo_celular,dispositivo_principal,acceso_internet,nivel_manejo_celular,comodidad_apps,frecuencia_uso_apps,apps_usadas,uso_principal_celular,dificultades,miedos,interes_clases_presenciales,interes_simuladores,apps_deseadas,app_prioritaria,dias_disponibles,horarios_disponibles,frecuencia_posible_semana,duracion_preferida_clase,tiempo_desplazamiento,lugar_preferido_clases,tipo_clase_preferida,limitaciones,disposicion_pago,entidad_ideal,contacto_interes
71,2025-12-13,40-49,Femenino,Malambo,Primaria,No tiene,Tablet,No tiene,2,Muy comodo,Rara vez,"YouTube, Google Maps, Correo","Mensajes, Mapas",Miedo a danar celular,No entender,Tal vez,Muy util,"Salud, Gobierno, Correo",Salud,"Lunes, Martes",Tarde,1 vez,30 min,11-20,Universidad,Grupo grande,Audicion,No,Alcaldia,No
72,2025-11-23,70-79,Prefiero no decirlo,Malambo,Ninguno,Celular basico,Ninguno,No tiene,1,Neutral,A veces,"Banca, YouTube","Tramites, No lo usa",Miedo a danar celular,Dañar celular,Si,Util,"Banca, Gobierno",Mapas,"Martes, Viernes, Jueves","Noche, Manana",Depende,1.5 horas,11-20,Alcaldia,Grupo pequeno,Ninguna,Si,Fundacion,No
73,2025-12-10,50-59,Masculino,Galapa,Ninguno,Smartphone,Computador,WiFi,4,Incomodo,Rara vez,"Banca, Ninguna","Mapas, No lo usa","No sabe descargar apps, Ninguna",Perder dinero,Si,Muy util,Correo,WhatsApp,"Martes, Viernes","Manana, Tarde",Depende,30 min,0-10,Universidad,Grupo grande,Ninguna,Si,Fundacion,Si
74,2025-12-01,40-49,Prefiero no decirlo,Soledad,Tecnico/Tecnologo,Smartphone,Ninguno,Datos moviles,3,Muy incomodo,Todos los dias,YouTube,No lo usa,"Ninguna, No sabe descargar apps",Perder dinero,No,Util,Salud,WhatsApp,"Miercoles, Viernes, Sabado",Tarde,3 veces o mas,1 hora,21-40,Barrio,Grupo pequeno,Memoria,Si,Empresa privada,Si
75,2025-11-22,50-59,Femenino,Soledad,Tecnico/Tecnologo,Smartphone,Ninguno,Datos moviles,2,Muy comodo,A veces,"Correo, Ninguna, Banca",No lo usa,No sabe descargar apps,Ninguno,No,Poco util,"Redes sociales, Salud, Compras",Mapas,"Lunes, Sabado, Jueves","Manana, Tarde",2 veces,1.5 horas,11-20,Alcaldia,Grupo grande,Motricidad,No,Empresa privada,Si
76,2025-11-26,70-79,Masculino,Barranquilla,Primaria,Smartphone,Ninguno,WiFi,1,Incomodo,Todos los dias,"WhatsApp, Correo",No lo usa,Olvida contrasenas,Perder dinero,Tal vez,Muy util,"Redes sociales, Google Maps, WhatsApp",Mapas,"Sabado, Martes, Lunes","Noche, Tarde",2 veces,1.5 horas,0-10,Barrio,Individual,Audicion,No,Alcaldia,Si
77,2025-11-26,50-59,Prefiero no decirlo,Galapa,Primaria,Smartphone,Computador,WiFi,4,Incomodo,Todos los dias,YouTube,"Llamadas, No lo usa",Olvida contrasenas,Dañar celular,Tal vez,Util,"Google Maps, Redes sociales",Redes sociales,Lunes,Noche,2 veces,1.5 horas,21-40,Biblioteca,Grupo pequeno,Memoria,Solo si es gratis,Fundacion,Si
78,2025-12-12,40-49,Femenino,Barranquilla,Ninguno,No tiene,Ninguno,Datos moviles,4,Neutral,Rara vez,Google Maps,Mensajes,"No entiende botones, Olvida contrasenas",Perder dinero,No,Util,"Compras, Google Maps, Redes sociales",WhatsApp,Jueves,"Manana, Noche",Depende,30 min,0-10,Universidad,Grupo grande,Audicion,No,Familia,No
79,2025-12-03,80+,Prefiero no decirlo,Soledad,Profesional,Smartphone,Celular,No tiene,1,Muy incomodo,A veces,WhatsApp,Mapas,"Ninguna, No sabe descargar apps",No entender,No,No me interesa,Google Maps,Mapas,Miercoles,Noche,2 veces,45 min,21-40,Alcaldia,Individual,Motricidad,Solo si es gratis,Fundacion,Si
80,2025-12-13,50-59,Femenino,Galapa,Primaria,Celular basico,Celular,Datos moviles,2,Muy incomodo,Nunca,"YouTube, WhatsApp, Ninguna","Videos, Tramites","Miedo a danar celular, Olvida contrasenas",Perder dinero,No,Poco util,"Banca, Compras, WhatsApp",Mapas,"Miercoles, Viernes",Tarde,1 vez,1.5 horas,40+,Universidad,Individual,Memoria,Solo si es gratis,Universidad,No
81,2025-12-09,60-69,Femenino,Puerto Colombia,Primaria,Smartphone,Celular,WiFi,1,Incomodo,Nunca,"Google Maps, Correo",Mensajes,Ninguna,No entender,Si,Poco util,Compras,Redes sociales,"Miercoles, Lunes","Manana, Noche",2 veces,45 min,0-10,Alcaldia,Individual,Memoria,No,Empresa privada,No
82,2025-12-12,80+,Masculino,Barranquilla,Tecnico/Tecnologo,Smartphone,Computador,No tiene,3,Muy comodo,Rara vez,"Google Maps, Banca","Mensajes, Tramites",Miedo a danar celular,Estafas,Tal vez,Muy util,Redes sociales,Redes sociales,"Lunes, Miercoles, Sabado","Noche, Tarde",1 vez,45 min,11-20,Alcaldia,Indiferente,Vista,Si,Empresa privada,Si
83,2025-12-13,50-59,Prefiero no decirlo,Galapa,Tecnico/Tecnologo,Celular basico,Celular,No tiene,1,Muy comodo,Rara vez,"Correo, WhatsApp, Banca","No lo usa, Mensajes",Olvida contrasenas,Dañar celular,Tal vez,No me interesa,"Redes sociales, Google Maps, Salud",Mapas,Lunes,Manana,1 vez,45 min,0-10,Biblioteca,Indiferente,Memoria,No,Fundacion,Si
84,2025-11-27,60-69,Femenino,Galapa,Tecnico/Tecnologo,Celular basico,Computador,WiFi,1,Incomodo,A veces,"Ninguna, Banca, WhatsApp",Videos,No entiende botones,Perder dinero,Tal vez,No me interesa,"WhatsApp, Redes sociales, Google Maps",Mapas,Lunes,"Tarde, Manana",1 vez,1.5 horas,0-10,Biblioteca,Individual,Vista,Si,Universidad,Si
85,2025-12-08,70-79,Masculino,Barranquilla,Ninguno,No tiene,Computador,WiFi,1,Muy incomodo,Rara vez,"Correo, YouTube, WhatsApp","Llamadas, No lo usa","No entiende botones, Miedo a danar celular",Ninguno,Tal vez,No me interesa,"WhatsApp, Salud",Redes sociales,"Martes, Miercoles",Manana,3 veces o mas,1 hora,40+,Biblioteca,Individual,Ninguna,Solo si es gratis,Familia,Si
86,2025-11-24,60-69,Masculino,Galapa,Ninguno,Celular basico,Celular,WiFi,3,Comodo,Rara vez,"YouTube, Banca",No lo usa,No sabe descargar apps,Dañar celular,Tal vez,No me interesa,"Redes sociales, Salud",Mapas,Lunes,"Noche, Manana",1 vez,1 hora,0-10,Alcaldia,Grupo grande,Ninguna,Si,Universidad,Si
87,2025-12-07,50-59,Masculino,Puerto Colombia,Primaria,Smartphone,Ninguno,Datos moviles,2,Incomodo,Rara vez,"Google Maps, Ninguna, WhatsApp","Tramites, No lo usa",Ninguna,Perder dinero,Tal vez,Poco util,Gobierno,WhatsApp,Lunes,Noche,2 veces,30 min,40+,Barrio,Grupo grande,Ninguna,Si,Universidad,No
88,2025-11-22,50-59,Masculino,Barranquilla,Primaria,Smartphone,Tablet,WiFi,5,Neutral,Nunca,"Ninguna, Correo",Videos,"Olvida contrasenas, Miedo a danar celular",Perder dinero,No,No me interesa,"Gobierno, Redes sociales, Google Maps",Banca,"Viernes, Sabado, Miercoles",Noche,2 veces,1.5 horas,21-40,Universidad,Grupo pequeno,Audicion,Solo si es gratis,Alcaldia,No
89,2025-11-17,80+,Femenino,Soledad,Ninguno,Celular basico,Tablet,No tiene,5,Muy incomodo,Todos los dias,Google Maps,Mensajes,"Olvida contrasenas, Miedo a danar celular",Estafas,No,Poco util,"WhatsApp, Google Maps",Banca,Sabado,Tarde,3 veces o mas,30 min,0-10,Barrio,Indiferente,Memoria,Solo si es gratis,Fundacion,Si
90,2025-11-16,70-79,Masculino,Galapa,Tecnico/Tecnologo,No tiene,Ninguno,WiFi,4,Muy comodo,Rara vez,Correo,Llamadas,"No entiende botones, Olvida contrasenas",Dañar celular,Si,Muy util,"Google Maps, Salud",Banca,"Lunes, Viernes, Sabado","Noche, Tarde",1 vez,1.5 horas,11-20,Alcaldia,Grupo pequeno,Vista,Si,Empresa privada,Si
91,2025-12-08,70-79,Prefiero no decirlo,Puerto Colombia,Ninguno,Celular basico,Computador,Datos moviles,2,Muy incomodo,Nunca,"Banca, Ninguna","Mensajes, Llamadas","No entiende botones, No sabe descargar apps",Estafas,Tal vez,No me interesa,Banca,WhatsApp,Martes,"Manana, Tarde",1 vez,1 hora,40+,Alcaldia,Indiferente,Motricidad,Si,Familia,No
92,2025-12-09,60-69,Masculino,Malambo,Bachillerato,Celular basico,Celular,Datos moviles,4,Comodo,A veces,Google Maps,Mensajes,No entiende botones,Dañar celular,No,No me interesa,"Salud, Correo, WhatsApp",Salud,"Jueves, Viernes, Sabado",Tarde,3 veces o mas,30 min,40+,Barrio,Grupo pequeno,Vista,No,Universidad,Si
93,2025-12-08,50-59,Femenino,Barranquilla,Profesional,Smartphone,Ninguno,WiFi,2,Muy comodo,A veces,"Ninguna, WhatsApp",Mapas,"Ninguna, Olvida contrasenas",Dañar celular,No,No me interesa,Compras,WhatsApp,"Martes, Sabado",Manana,1 vez,1 hora,21-40,Alcaldia,Grupo grande,Memoria,Solo si es gratis,Fundacion,No
94,2025-12-13,50-59,Masculino,Galapa,Bachillerato,No tiene,Ninguno,WiFi,4,Neutral,Rara vez,Ninguna,"Videos, No lo usa",Olvida contrasenas,Dañar celular,Tal vez,Poco util,"Banca, Compras",Banca,Miercoles,"Tarde, Noche",Depende,30 min,11-20,Alcaldia,Grupo pequeno,Memoria,Solo si es gratis,Fundacion,No
95,2025-11-18,40-49,Prefiero no decirlo,Soledad,Primaria,Celular basico,Ninguno,WiFi,5,Muy comodo,Nunca,YouTube,Llamadas,No entiende botones,No entender,Si,Poco util,"Salud, Google Maps, Compras",Salud,"Jueves, Lunes, Viernes",Tarde,Depende,1.5 horas,11-20,Alcaldia,Grupo grande,Motricidad,Si,Empresa privada,Si
96,2025-12-05,40-49,Masculino,Barranquilla,Bachillerato,No tiene,Tablet,WiFi,2,Incomodo,A veces,"Correo, Banca, WhatsApp",Mapas,Miedo a danar celular,Ninguno,Si,Util,"Correo, Redes sociales",Redes sociales,"Miercoles, Jueves, Viernes","Tarde, Noche",2 veces,1.5 horas,21-40,Alcaldia,Individual,Vista,Solo si es gratis,Empresa privada,No
97,2025-12-05,40-49,Masculino,Barranquilla,Tecnico/Tecnologo,Celular basico,Computador,Datos moviles,3,Neutral,Rara vez,Banca,Llamadas,"Olvida contrasenas, Miedo a danar celular",Estafas,No,No me interesa,"Correo, Salud",Salud,"Sabado, Lunes",Tarde,2 veces,1.5 horas,21-40,Universidad,Grupo pequeno,Ninguna,Si,Empresa privada,Si
98,2025-11-29,50-59,Prefiero no decirlo,Malambo,Ninguno,Smartphone,Computador,No tiene,1,Incomodo,A veces,Ninguna,"Mapas, Videos","Olvida contrasenas, Ninguna",No entender,Si,No me interesa,Banca,Salud,Viernes,Noche,Depende,1 hora,40+,Barrio,Grupo pequeno,Audicion,Si,Empresa privada,No
99,2025-11-26,70-79,Femenino,Malambo,Bachillerato,Smartphone,Ninguno,Datos moviles,2,Neutral,Nunca,Correo,"Mensajes, No lo usa",No sabe descargar apps,Estafas,Si,No me interesa,"Compras, Salud, Gobierno",Salud,"Lunes, Sabado",Noche,3 veces o mas,30 min,21-40,Biblioteca,Individual,Vista,Solo si es gratis,Universidad,Si
100,2025-11-22,60-69,Masculino,Soledad,Primaria,Celular basico,Computador,WiFi,1,Muy incomodo,A veces,"Correo, Banca","Mapas, Mensajes","No sabe descargar apps, Olvida contrasenas",Perder dinero,Si,No me interesa,Salud,Banca,"Martes, Sabado, Lunes",Manana,3 veces o mas,30 min,40+,Universidad,Individual,Ninguna,Si,Alcaldia,Si
101,2025-12-13,40-49,Masculino,Galapa,Profesional,Smartphone,Computador,Datos moviles,2,Incomodo,Nunca,"Correo, WhatsApp","Tramites, No lo usa",No sabe descargar apps,Estafas,No,Muy util,"Banca, Compras",WhatsApp,"Martes, Viernes",Tarde,2 veces,1 hora,40+,Universidad,Grupo pequeno,Vista,Solo si es gratis,Fundacion,Si
102,2025-11-22,70-79,Masculino,Soledad,Primaria,Smartphone,Celular,WiFi,5,Comodo,Rara vez,Banca,No lo usa,Olvida contrasenas,Perder dinero,Tal vez,Poco util,"Gobierno, WhatsApp",WhatsApp,Lunes,"Tarde, Noche",Depende,30 min,0-10,Barrio,Individual,Audicion,Solo si es gratis,Universidad,No
103,2025-12-03,70-79,Prefiero no decirlo,Malambo,Primaria,Celular basico,Computador,WiFi,1,Comodo,Todos los dias,"Google Maps, Correo","Mapas, Mensajes",Miedo a danar celular,Estafas,Si,Muy util,"Gobierno, Compras",Correo,"Jueves, Martes, Sabado","Noche, Manana",2 veces,1.5 horas,40+,Barrio,Indiferente,Memoria,Si,Alcaldia,No
104,2025-11-24,60-69,Femenino,Puerto Colombia,Ninguno,No tiene,Tablet,No tiene,3,Muy comodo,Nunca,"Ninguna, YouTube","Videos, Mapas",Ninguna,Ninguno,Si,Muy util,"Google Maps, Correo, Salud",Salud,Lunes,"Tarde, Manana",3 veces o mas,1 hora,0-10,Biblioteca,Indiferente,Memoria,Si,Alcaldia,No
105,2025-11-30,80+,Masculino,Barranquilla,Profesional,Celular basico,Computador,WiFi,4,Muy incomodo,Nunca,"Correo, WhatsApp",Llamadas,"Ninguna, Miedo a danar celular",No entender,Tal vez,Poco util,Salud,Salud,"Viernes, Sabado","Noche, Tarde",Depende,30 min,0-10,Biblioteca,Individual,Motricidad,No,Empresa privada,No
106,2025-11-22,40-49,Femenino,Soledad,Profesional,Smartphone,Ninguno,WiFi,3,Muy comodo,Rara vez,WhatsApp,"Mensajes, Mapas",Olvida contrasenas,Estafas,Tal vez,Muy util,"Banca, Compras, Salud",Salud,"Viernes, Sabado, Martes","Manana, Noche",Depende,1.5 horas,11-20,Biblioteca,Grupo pequeno,Vista,No,Familia,No
107,2025-11-28,70-79,Masculino,Puerto Colombia,Bachillerato,Celular basico,Ninguno,Datos moviles,3,Comodo,Rara vez,Correo,"No lo usa, Tramites","Ninguna, Miedo a danar celular",Perder dinero,Si,Poco util,"Redes sociales, Gobierno, Banca",Redes sociales,"Martes, Viernes, Miercoles",Tarde,Depende,1.5 horas,21-40,Alcaldia,Individual,Ninguna,Si,Alcaldia,No
108,2025-12-10,40-49,Prefiero no decirlo,Barranquilla,Bachillerato,Celular basico,Tablet,Datos moviles,3,Incomodo,Nunca,"Google Maps, YouTube, WhatsApp","Mapas, Llamadas",Ninguna,No entender,Si,Poco util,"WhatsApp, Salud, Compras",Salud,"Miercoles, Viernes, Lunes",Noche,3 veces o mas,45 min,40+,Biblioteca,Grupo grande,Ninguna,Solo si es gratis,Familia,Si
109,2025-11-20,50-59,Masculino,Galapa,Bachillerato,No tiene,Celular,WiFi,2,Muy comodo,Nunca,"WhatsApp, Correo","Tramites, Videos",Miedo a danar celular,Ninguno,Tal vez,Muy util,"Gobierno, Redes sociales",Banca,Martes,"Noche, Manana",3 veces o mas,1.5 horas,21-40,Barrio,Grupo grande,Ninguna,Si,Universidad,Si
110,2025-11-19,80+,Femenino,Galapa,Ninguno,No tiene,Ninguno,WiFi,3,Incomodo,Rara vez,"Google Maps, Ninguna, Banca","Mensajes, Tramites","Ninguna, No entiende botones",Estafas,No,Poco util,"Salud, Redes sociales",Correo,"Martes, Lunes, Miercoles","Manana, Tarde",3 veces o mas,1 hora,0-10,Universidad,Indiferente,Memoria,Si,Empresa privada,Si
111,2025-12-04,80+,Femenino,Barranquilla,Bachillerato,No tiene,Celular,No tiene,1,Incomodo,Rara vez,"Correo, WhatsApp, YouTube","No lo usa, Llamadas",No entiende botones,No entender,No,Poco util,Banca,WhatsApp,Martes,"Noche, Manana",2 veces,1 hora,40+,Alcaldia,Indiferente,Memoria,No,Empresa privada,Si
112,2025-12-02,40-49,Prefiero no decirlo,Barranquilla,Ninguno,Smartphone,Celular,No tiene,1,Neutral,Nunca,"Ninguna, Google Maps",Videos,"No sabe descargar apps, Ninguna",Estafas,Tal vez,Util,"Salud, Banca, Redes sociales",Salud,"Miercoles, Martes, Sabado","Manana, Noche",1 vez,30 min,0-10,Alcaldia,Individual,Motricidad,Si,Empresa privada,Si
113,2025-12-01,80+,Femenino,Soledad,Bachillerato,Smartphone,Computador,WiFi,1,Incomodo,Nunca,"Correo, Banca, WhatsApp","No lo usa, Llamadas","No entiende botones, Miedo a danar celular",Ninguno,Tal vez,Poco util,"Google Maps, Redes sociales",Redes sociales,Lunes,"Noche, Manana",2 veces,1 hora,40+,Alcaldia,Grupo grande,Ninguna,Solo si es gratis,Empresa privada,Si
114,2025-11-26,80+,Masculino,Malambo,Profesional,Smartphone,Celular,Datos moviles,2,Incomodo,Todos los dias,"Google Maps, YouTube","Mapas, No lo usa","Olvida contrasenas, Ninguna",No entender,No,Muy util,Banca,Mapas,Viernes,Tarde,1 vez,30 min,0-10,Barrio,Indiferente,Ninguna,Si,Alcaldia,No
115,2025-11-27,80+,Masculino,Soledad,Tecnico/Tecnologo,Celular basico,Tablet,No tiene,3,Incomodo,Todos los dias,"Banca, WhatsApp, Correo","Tramites, Llamadas",Ninguna,Perder dinero,No,Util,"Google Maps, Banca",Correo,"Sabado, Martes, Jueves","Manana, Noche",Depende,45 min,0-10,Universidad,Grupo grande,Audicion,Si,Universidad,No
116,2025-12-02,70-79,Masculino,Barranquilla,Primaria,No tiene,Computador,WiFi,5,Neutral,A veces,"Banca, Ninguna, YouTube","No lo usa, Mapas","Ninguna, No entiende botones",Ninguno,Tal vez,No me interesa,Compras,Mapas,"Jueves, Sabado",Noche,2 veces,1.5 horas,11-20,Biblioteca,Individual,Ninguna,Solo si es gratis,Empresa privada,Si
117,2025-12-10,50-59,Femenino,Malambo,Ninguno,No tiene,Celular,No tiene,2,Comodo,A veces,"WhatsApp, Correo, Banca","Mensajes, Tramites",No sabe descargar apps,Estafas,Si,Muy util,Google Maps,Banca,"Viernes, Lunes, Martes",Manana,3 veces o mas,45 min,40+,Barrio,Grupo grande,Vista,Si,Fundacion,No
118,2025-11-17,70-79,Femenino,Soledad,Profesional,No tiene,Tablet,No tiene,2,Muy comodo,A veces,Ninguna,"Mapas, Tramites",Miedo a danar celular,No entender,Tal vez,Util,WhatsApp,Banca,"Viernes, Jueves, Martes",Manana,Depende,30 min,0-10,Barrio,Indiferente,Audicion,Solo si es gratis,Familia,Si
119,2025-11-16,70-79,Prefiero no decirlo,Galapa,Tecnico/Tecnologo,Smartphone,Ninguno,WiFi,4,Comodo,A veces,"Ninguna, Banca, WhatsApp","Mensajes, Videos","Miedo a danar celular, No entiende botones",Dañar celular,No,No me interesa,"Salud, WhatsApp",Redes sociales,"Lunes, Viernes, Sabado",Tarde,2 veces,1 hora,40+,Universidad,Individual,Audicion,No,Familia,No
120,2025-12-06,80+,Masculino,Puerto Colombia,Tecnico/Tecnologo,No tiene,Computador,No tiene,4,Incomodo,Todos los dias,"Banca, Correo, YouTube","Tramites, No lo usa","Olvida contrasenas, Ninguna",Ninguno,Tal vez,No me interesa,"Google Maps, Compras, Redes sociales",WhatsApp,"Martes, Jueves, Sabado",Manana,Depende,1 hora,0-10,Biblioteca,Indiferente,Vista,Si,Universidad,No
121,2025-11-15,80+,Masculino,Barranquilla,Primaria,Celular basico,Tablet,Datos moviles,1,Muy comodo,Nunca,"Correo, Ninguna, Google Maps",Mensajes,"No sabe descargar apps, No entiende botones",Perder dinero,No,Poco util,WhatsApp,Correo,"Viernes, Martes, Sabado",Tarde,2 veces,30 min,11-20,Barrio,Grupo grande,Memoria,No,Fundacion,No
122,2025-11-26,50-59,Prefiero no decirlo,Barranquilla,Primaria,Smartphone,Computador,No tiene,5,Muy comodo,A veces,"Google Maps, YouTube",Mapas,"Ninguna, No entiende botones",Dañar celular,Si,No me interesa,"Banca, Correo, WhatsApp",Correo,"Miercoles, Lunes","Noche, Tarde",Depende,1.5 horas,40+,Biblioteca,Grupo grande,Memoria,Solo si es gratis,Fundacion,Si
123,2025-11-29,40-49,Masculino,Barranquilla,Profesional,No tiene,Tablet,No tiene,2,Neutral,Todos los dias,"Banca, Ninguna",No lo usa,"Miedo a danar celular, Olvida contrasenas",Estafas,Tal vez,Poco util,Google Maps,Salud,"Miercoles, Martes","Manana, Noche",Depende,45 min,11-20,Biblioteca,Grupo grande,Audicion,Si,Universidad,Si
124,2025-11-18,80+,Masculino,Soledad,Primaria,Smartphone,Celular,No tiene,4,Muy comodo,Nunca,"WhatsApp, Correo, Google Maps","Mapas, Tramites","No sabe descargar apps, Miedo a danar celular",Ninguno,Tal vez,No me interesa,Google Maps,WhatsApp,"Jueves, Sabado, Lunes","Tarde, Manana",Depende,30 min,40+,Universidad,Individual,Vista,Solo si es gratis,Universidad,No
125,2025-11-26,40-49,Masculino,Malambo,Ninguno,Celular basico,Tablet,No tiene,3,Incomodo,A veces,"Banca, Google Maps","Mensajes, Mapas","Miedo a danar celular, No sabe descargar apps",Dañar celular,Tal vez,No me interesa,"Gobierno, Banca",Correo,Viernes,Manana,3 veces o mas,45 min,40+,Alcaldia,Grupo pequeno,Audicion,Solo si es gratis,Universidad,No
126,2025-11-19,40-49,Femenino,Galapa,Profesional,Smartphone,Computador,Datos moviles,3,Neutral,Nunca,"WhatsApp, YouTube",Mensajes,"No sabe descargar apps, No entiende botones",No entender,No,Poco util,"Redes sociales, Google Maps",Correo,"Miercoles, Sabado, Lunes","Manana, Tarde",2 veces,45 min,21-40,Universidad,Grupo grande,Ninguna,No,Fundacion,Si
127,2025-12-02,80+,Masculino,Galapa,Bachillerato,Smartphone,Computador,Datos moviles,5,Muy comodo,Todos los dias,WhatsApp,Videos,Olvida contrasenas,Dañar celular,No,Poco util,"Correo, Gobierno, Redes sociales",Salud,"Jueves, Miercoles","Tarde, Manana",2 veces,30 min,11-20,Biblioteca,Grupo grande,Vista,Si,Universidad,No
128,2025-12-11,40-49,Femenino,Galapa,Ninguno,Smartphone,Celular,Datos moviles,5,Muy incomodo,Nunca,"Banca, YouTube",No lo usa,"Olvida contrasenas, Miedo a danar celular",Perder dinero,No,Poco util,"Google Maps, Banca",Correo,Lunes,Noche,3 veces o mas,1 hora,40+,Alcaldia,Grupo grande,Ninguna,No,Universidad,Si
129,2025-11-26,80+,Masculino,Puerto Colombia,Profesional,No tiene,Computador,Datos moviles,4,Muy comodo,Rara vez,Correo,"Videos, Mapas","Miedo a danar celular, Olvida contrasenas",Estafas,Si,Util,"Correo, Salud",Correo,Sabado,"Tarde, Noche",1 vez,1.5 horas,21-40,Biblioteca,Individual,Ninguna,No,Universidad,No
130,2025-11-16,80+,Masculino,Galapa,Bachillerato,Smartphone,Ninguno,Datos moviles,2,Neutral,Nunca,"Ninguna, YouTube","Videos, Tramites","No sabe descargar apps, Miedo a danar celular",Estafas,Si,Util,"Banca, Redes sociales",Salud,"Jueves, Miercoles, Sabado",Tarde,1 vez,45 min,0-10,Barrio,Grupo pequeno,Vista,No,Empresa privada,Si
131,2025-11-22,70-79,Prefiero no decirlo,Barranquilla,Bachillerato,Smartphone,Tablet,WiFi,4,Incomodo,A veces,"Google Maps, Correo","Mapas, Llamadas","No entiende botones, Miedo a danar celular",Estafas,Tal vez,No me interesa,Gobierno,Banca,Miercoles,"Manana, Noche",2 veces,1.5 horas,40+,Biblioteca,Individual,Audicion,No,Alcaldia,Si
132,2025-11-29,70-79,Prefiero no decirlo,Malambo,Tecnico/Tecnologo,Smartphone,Celular,No tiene,5,Muy comodo,Nunca,"Correo, Google Maps",Videos,Miedo a danar celular,Estafas,Si,No me interesa,"WhatsApp, Banca",Mapas,"Lunes, Jueves, Martes",Manana,Depende,45 min,21-40,Barrio,Grupo pequeno,Audicion,No,Alcaldia,No
133,2025-11-15,40-49,Femenino,Malambo,Bachillerato,No tiene,Celular,WiFi,4,Incomodo,A veces,"Ninguna, Google Maps, Correo",Llamadas,"Olvida contrasenas, Miedo a danar celular",Dañar celular,Si,No me interesa,"Gobierno, Correo, Google Maps",Correo,"Jueves, Martes, Viernes","Tarde, Noche",3 veces o mas,45 min,0-10,Biblioteca,Indiferente,Motricidad,No,Familia,No
134,2025-11-30,40-49,Prefiero no decirlo,Puerto Colombia,Profesional,No tiene,Tablet,WiFi,5,Neutral,Rara vez,"Ninguna, WhatsApp","Mensajes, Tramites","Ninguna, Miedo a danar celular",Ninguno,Tal vez,Poco util,"Redes sociales, WhatsApp",WhatsApp,"Sabado, Lunes, Viernes",Manana,1 vez,45 min,0-10,Alcaldia,Grupo pequeno,Vista,Si,Familia,No
135,2025-11-23,70-79,Prefiero no decirlo,Puerto Colombia,Ninguno,Celular basico,Celular,Datos moviles,2,Muy comodo,Nunca,YouTube,"Llamadas, Mapas",Olvida contrasenas,Ninguno,No,No me interesa,"WhatsApp, Compras",Correo,"Viernes, Lunes",Tarde,1 vez,45 min,0-10,Barrio,Grupo pequeno,Ninguna,No,Universidad,Si
136,2025-11-28,50-59,Prefiero no decirlo,Soledad,Ninguno,No tiene,Ninguno,No tiene,1,Muy comodo,A veces,"Correo, Ninguna, WhatsApp",Mensajes,"Ninguna, Olvida contrasenas",Perder dinero,No,No me interesa,"Redes sociales, Correo",Mapas,"Jueves, Sabado","Noche, Manana",2 veces,1.5 horas,21-40,Universidad,Indiferente,Memoria,No,Alcaldia,Si
