id_encuestado,fecha_respuesta,edad_rango,genero,ciudad,nivel_educativo,tipo_celular,dispositivo_principal,acceso_internet,nivel_manejo_celular,comodidad_apps,frecuencia_uso_apps,apps_usadas,uso_principal_celular,dificultades,miedos,interes_clases_presenciales,interes_simuladores,apps_deseadas,app_prioritaria,dias_disponibles,horarios_disponibles,frecuencia_posible_semana,duracion_preferida_clase,tiempo_desplazamiento,lugar_preferido_clases,tipo_clase_preferida,limitaciones,disposicion_pago,entidad_ideal,contacto_interes
67,2025-11-30,80+,Prefiero No Decirlo,Puerto Colombia,Profesional,Smartphone,Celular,Wifi,3,Muy Comodo,Nunca,"Banca,Google Maps,Correo",Videos,"No Sabe Descargar Apps,No Entiende Botones",Ninguno,Si,Util,"Compras,Banca,Gobierno",Mapas,"Miercoles,Jueves",Manana,2 Veces,1.5 Horas,21-40,Alcaldia,Grupo Grande,Memoria,Si,Empresa Privada,No
68,2025-11-14,50-59,Prefiero No Decirlo,Galapa,Ninguno,No Tiene,Tablet,Datos Moviles,1,Incomodo,A Veces,Correo,"Tramites,Mapas","No Sabe Descargar Apps,Olvida Contrasenas",No Entender,No,Util,"Redes Sociales,Correo",Redes Sociales,Jueves,"Manana,Tarde",3 Veces O Mas,1 Hora,40+,Biblioteca,Grupo Grande,Memoria,No,Fundacion,No
69,2025-12-11,80+,Femenino,Puerto Colombia,Ninguno,Smartphone,Celular,No Tiene,4,Incomodo,Todos Los Dias,"Ninguna,Whatsapp","No Lo Usa,Mapas",Olvida Contrasenas,Perder Dinero,Tal Vez,Util,"Compras,Gobierno,Salud",Whatsapp,"Viernes,Jueves","Noche,Tarde",1 Vez,1 Hora,0-10,Barrio,Grupo Pequeno,Motricidad,Si,Familia,Si
70,2025-11-26,70-79,Masculino,Galapa,Primaria,Smartphone,Celular,Datos Moviles,2,Muy Comodo,Rara Vez,"Google Maps,Correo","No Lo Usa,Tramites",Olvida Contrasenas,Estafas,Tal Vez,Muy Util,"Compras,Whatsapp",Whatsapp,"Martes,Miercoles,Viernes","Tarde,Manana",Depende,1 Hora,40+,Barrio,Indiferente,Memoria,No,Alcaldia,No
71,2025-12-13,40-49,Femenino,Malambo,Primaria,No Tiene,Tablet,No Tiene,2,Muy Comodo,Rara Vez,"Youtube,Google Maps,Correo","Mensajes,Mapas",Miedo A Danar Celular,No Entender,Tal Vez,Muy Util,"Salud,Gobierno,Correo",Salud,"Lunes,Martes",Tarde,1 Vez,30 Min,11-20,Universidad,Grupo Grande,Audicion,No,Alcaldia,No
72,2025-11-23,70-79,Prefiero No Decirlo,Malambo,Ninguno,Celular Basico,Ninguno,No Tiene,1,Neutral,A Veces,"Banca,Youtube","Tramites,No Lo Usa",Miedo A Danar Celular,Dañar Celular,Si,Util,"Banca,Gobierno",Mapas,"Martes,Viernes,Jueves","Noche,Manana",Depende,1.5 Horas,11-20,Alcaldia,Grupo Pequeno,Ninguna,Si,Fundacion,No
73,2025-12-10,50-59,Masculino,Galapa,Ninguno,Smartphone,Computador,Wifi,4,Incomodo,Rara Vez,"Banca,Ninguna","Mapas,No Lo Usa","No Sabe Descargar Apps,Ninguna",Perder Dinero,Si,Muy Util,Correo,Whatsapp,"Martes,Viernes","Manana,Tarde",Depende,30 Min,0-10,Universidad,Grupo Grande,Ninguna,Si,Fundacion,Si
74,2025-12-01,40-49,Prefiero No Decirlo,Soledad,Tecnico/Tecnologo,Smartphone,Ninguno,Datos Moviles,3,Muy Incomodo,Todos Los Dias,Youtube,No Lo Usa,"Ninguna,No Sabe Descargar Apps",Perder Dinero,No,Util,Salud,Whatsapp,"Miercoles,Viernes,Sabado",Tarde,3 Veces O Mas,1 Hora,21-40,Barrio,Grupo Pequeno,Memoria,Si,Empresa Privada,Si
75,2025-11-22,50-59,Femenino,Soledad,Tecnico/Tecnologo,Smartphone,Ninguno,Datos Moviles,2,Muy Comodo,A Veces,"Correo,Ninguna,Banca",No Lo Usa,No Sabe Descargar Apps,Ninguno,No,Poco Util,"Redes Sociales,Salud,Compras",Mapas,"Lunes,Sabado,Jueves","Manana,Tarde",2 Veces,1.5 Horas,11-20,Alcaldia,Grupo Grande,Motricidad,No,Empresa Privada,Si
76,2025-11-26,70-79,Masculino,Barranquilla,Primaria,Smartphone,Ninguno,Wifi,1,Incomodo,Todos Los Dias,"Whatsapp,Correo",No Lo Usa,Olvida Contrasenas,Perder Dinero,Tal Vez,Muy Util,"Redes Sociales,Google Maps,Whatsapp",Mapas,"Sabado,Martes,Lunes","Noche,Tarde",2 Veces,1.5 Horas,0-10,Barrio,Individual,Audicion,No,Alcaldia,Si
77,2025-11-26,50-59,Prefiero No Decirlo,Galapa,Primaria,Smartphone,Computador,Wifi,4,Incomodo,Todos Los Dias,Youtube,"Llamadas,No Lo Usa",Olvida Contrasenas,Dañar Celular,Tal Vez,Util,"Google Maps,Redes Sociales",Redes Sociales,Lunes,Noche,2 Veces,1.5 Horas,21-40,Biblioteca,Grupo Pequeno,Memoria,Solo Si Es Gratis,Fundacion,Si
78,2025-12-12,40-49,Femenino,Barranquilla,Ninguno,No Tiene,Ninguno,Datos Moviles,4,Neutral,Rara Vez,Google Maps,Mensajes,"No Entiende Botones,Olvida Contrasenas",Perder Dinero,No,Util,"Compras,Google Maps,Redes Sociales",Whatsapp,Jueves,"Manana,Noche",Depende,30 Min,0-10,Universidad,Grupo Grande,Audicion,No,Familia,No
79,2025-12-03,80+,Prefiero No Decirlo,Soledad,Profesional,Smartphone,Celular,No Tiene,1,Muy Incomodo,A Veces,Whatsapp,Mapas,"Ninguna,No Sabe Descargar Apps",No Entender,No,No Me Interesa,Google Maps,Mapas,Miercoles,Noche,2 Veces,45 Min,21-40,Alcaldia,Individual,Motricidad,Solo Si Es Gratis,Fundacion,Si
80,2025-12-13,50-59,Femenino,Galapa,Primaria,Celular Basico,Celular,Datos Moviles,2,Muy Incomodo,Nunca,"Youtube,Whatsapp,Ninguna","Videos,Tramites","Miedo A Danar Celular,Olvida Contrasenas",Perder Dinero,No,Poco Util,"Banca,Compras,Whatsapp",Mapas,"Miercoles,Viernes",Tarde,1 Vez,1.5 Horas,40+,Universidad,Individual,Memoria,Solo Si Es Gratis,Universidad,No
81,2025-12-09,60-69,Femenino,Puerto Colombia,Primaria,Smartphone,Celular,Wifi,1,Incomodo,Nunca,"Google Maps,Correo",Mensajes,Ninguna,No Entender,Si,Poco Util,Compras,Redes Sociales,"Miercoles,Lunes","Manana,Noche",2 Veces,45 Min,0-10,Alcaldia,Individual,Memoria,No,Empresa Privada,No
82,2025-12-12,80+,Masculino,Barranquilla,Tecnico/Tecnologo,Smartphone,Computador,No Tiene,3,Muy Comodo,Rara Vez,"Google Maps,Banca","Mensajes,Tramites",Miedo A Danar Celular,Estafas,Tal Vez,Muy Util,Redes Sociales,Redes Sociales,"Lunes,Miercoles,Sabado","Noche,Tarde",1 Vez,45 Min,11-20,Alcaldia,Indiferente,Vista,Si,Empresa Privada,Si
83,2025-12-13,50-59,Prefiero No Decirlo,Galapa,Tecnico/Tecnologo,Celular Basico,Celular,No Tiene,1,Muy Comodo,Rara Vez,"Correo,Whatsapp,Banca","No Lo Usa,Mensajes",Olvida Contrasenas,Dañar Celular,Tal Vez,No Me Interesa,"Redes Sociales,Google Maps,Salud",Mapas,Lunes,Manana,1 Vez,45 Min,0-10,Biblioteca,Indiferente,Memoria,No,Fundacion,Si
84,2025-11-27,60-69,Femenino,Galapa,Tecnico/Tecnologo,Celular Basico,Computador,Wifi,1,Incomodo,A Veces,"Ninguna,Banca,Whatsapp",Videos,No Entiende Botones,Perder Dinero,Tal Vez,No Me Interesa,"Whatsapp,Redes Sociales,Google Maps",Mapas,Lunes,"Tarde,Manana",1 Vez,1.5 Horas,0-10,Biblioteca,Individual,Vista,Si,Universidad,Si
85,2025-12-08,70-79,Masculino,Barranquilla,Ninguno,No Tiene,Computador,Wifi,1,Muy Incomodo,Rara Vez,"Correo,Youtube,Whatsapp","Llamadas,No Lo Usa","No Entiende Botones,Miedo A Danar Celular",Ninguno,Tal Vez,No Me Interesa,"Whatsapp,Salud",Redes Sociales,"Martes,Miercoles",Manana,3 Veces O Mas,1 Hora,40+,Biblioteca,Individual,Ninguna,Solo Si Es Gratis,Familia,Si
86,2025-11-24,60-69,Masculino,Galapa,Ninguno,Celular Basico,Celular,Wifi,3,Comodo,Rara Vez,"Youtube,Banca",No Lo Usa,No Sabe Descargar Apps,Dañar Celular,Tal Vez,No Me Interesa,"Redes Sociales,Salud",Mapas,Lunes,"Noche,Manana",1 Vez,1 Hora,0-10,Alcaldia,Grupo Grande,Ninguna,Si,Universidad,Si
87,2025-12-07,50-59,Masculino,Puerto Colombia,Primaria,Smartphone,Ninguno,Datos Moviles,2,Incomodo,Rara Vez,"Google Maps,Ninguna,Whatsapp","Tramites,No Lo Usa",Ninguna,Perder Dinero,Tal Vez,Poco Util,Gobierno,Whatsapp,Lunes,Noche,2 Veces,30 Min,40+,Barrio,Grupo Grande,Ninguna,Si,Universidad,No
88,2025-11-22,50-59,Masculino,Barranquilla,Primaria,Smartphone,Tablet,Wifi,5,Neutral,Nunca,"Ninguna,Correo",Videos,"Olvida Contrasenas,Miedo A Danar Celular",Perder Dinero,No,No Me Interesa,"Gobierno,Redes Sociales,Google Maps",Banca,"Viernes,Sabado,Miercoles",Noche,2 Veces,1.5 Horas,21-40,Universidad,Grupo Pequeno,Audicion,Solo Si Es Gratis,Alcaldia,No
89,2025-11-17,80+,Femenino,Soledad,Ninguno,Celular Basico,Tablet,No Tiene,5,Muy Incomodo,Todos Los Dias,Google Maps,Mensajes,"Olvida Contrasenas,Miedo A Danar Celular",Estafas,No,Poco Util,"Whatsapp,Google Maps",Banca,Sabado,Tarde,3 Veces O Mas,30 Min,0-10,Barrio,Indiferente,Memoria,Solo Si Es Gratis,Fundacion,Si
90,2025-11-16,70-79,Masculino,Galapa,Tecnico/Tecnologo,No Tiene,Ninguno,Wifi,4,Muy Comodo,Rara Vez,Correo,Llamadas,"No Entiende Botones,Olvida Contrasenas",Dañar Celular,Si,Muy Util,"Google Maps,Salud",Banca,"Lunes,Viernes,Sabado","Noche,Tarde",1 Vez,1.5 Horas,11-20,Alcaldia,Grupo Pequeno,Vista,Si,Empresa Privada,Si
91,2025-12-08,70-79,Prefiero No Decirlo,Puerto Colombia,Ninguno,Celular Basico,Computador,Datos Moviles,2,Muy Incomodo,Nunca,"Banca,Ninguna","Mensajes,Llamadas","No Entiende Botones,No Sabe Descargar Apps",Estafas,Tal Vez,No Me Interesa,Banca,Whatsapp,Martes,"Manana,Tarde",1 Vez,1 Hora,40+,Alcaldia,Indiferente,Motricidad,Si,Familia,No
92,2025-12-09,60-69,Masculino,Malambo,Bachillerato,Celular Basico,Celular,Datos Moviles,4,Comodo,A Veces,Google Maps,Mensajes,No Entiende Botones,Dañar Celular,No,No Me Interesa,"Salud,Correo,Whatsapp",Salud,"Jueves,Viernes,Sabado",Tarde,3 Veces O Mas,30 Min,40+,Barrio,Grupo Pequeno,Vista,No,Universidad,Si
93,2025-12-08,50-59,Femenino,Barranquilla,Profesional,Smartphone,Ninguno,Wifi,2,Muy Comodo,A Veces,"Ninguna,Whatsapp",Mapas,"Ninguna,Olvida Contrasenas",Dañar Celular,No,No Me Interesa,Compras,Whatsapp,"Martes,Sabado",Manana,1 Vez,1 Hora,21-40,Alcaldia,Grupo Grande,Memoria,Solo Si Es Gratis,Fundacion,No
94,2025-12-13,50-59,Masculino,Galapa,Bachillerato,No Tiene,Ninguno,Wifi,4,Neutral,Rara Vez,Ninguna,"Videos,No Lo Usa",Olvida Contrasenas,Dañar Celular,Tal Vez,Poco Util,"Banca,Compras",Banca,Miercoles,"Tarde,Noche",Depende,30 Min,11-20,Alcaldia,Grupo Pequeno,Memoria,Solo Si Es Gratis,Fundacion,No
95,2025-11-18,40-49,Prefiero No Decirlo,Soledad,Primaria,Celular Basico,Ninguno,Wifi,5,Muy Comodo,Nunca,Youtube,Llamadas,No Entiende Botones,No Entender,Si,Poco Util,"Salud,Google Maps,Compras",Salud,"Jueves,Lunes,Viernes",Tarde,Depende,1.5 Horas,11-20,Alcaldia,Grupo Grande,Motricidad,Si,Empresa Privada,Si
96,2025-12-05,40-49,Masculino,Barranquilla,Bachillerato,No Tiene,Tablet,Wifi,2,Incomodo,A Veces,"Correo,Banca,Whatsapp",Mapas,Miedo A Danar Celular,Ninguno,Si,Util,"Correo,Redes Sociales",Redes Sociales,"Miercoles,Jueves,Viernes","Tarde,Noche",2 Veces,1.5 Horas,21-40,Alcaldia,Individual,Vista,Solo Si Es Gratis,Empresa Privada,No
97,2025-12-05,40-49,Masculino,Barranquilla,Tecnico/Tecnologo,Celular Basico,Computador,Datos Moviles,3,Neutral,Rara Vez,Banca,Llamadas,"Olvida Contrasenas,Miedo A Danar Celular",Estafas,No,No Me Interesa,"Correo,Salud",Salud,"Sabado,Lunes",Tarde,2 Veces,1.5 Horas,21-40,Universidad,Grupo Pequeno,Ninguna,Si,Empresa Privada,Si
98,2025-11-29,50-59,Prefiero No Decirlo,Malambo,Ninguno,Smartphone,Computador,No Tiene,1,Incomodo,A Veces,Ninguna,"Mapas,Videos","Olvida Contrasenas,Ninguna",No Entender,Si,No Me Interesa,Banca,Salud,Viernes,Noche,Depende,1 Hora,40+,Barrio,Grupo Pequeno,Audicion,Si,Empresa Privada,No
99,2025-11-26,70-79,Femenino,Malambo,Bachillerato,Smartphone,Ninguno,Datos Moviles,2,Neutral,Nunca,Correo,"Mensajes,No Lo Usa",No Sabe Descargar Apps,Estafas,Si,No Me Interesa,"Compras,Salud,Gobierno",Salud,"Lunes,Sabado",Noche,3 Veces O Mas,30 Min,21-40,Biblioteca,Individual,Vista,Solo Si Es Gratis,Universidad,Si
100,2025-11-22,60-69,Masculino,Soledad,Primaria,Celular Basico,Computador,Wifi,1,Muy Incomodo,A Veces,"Correo,Banca","Mapas,Mensajes","No Sabe Descargar Apps,Olvida Contrasenas",Perder Dinero,Si,No Me Interesa,Salud,Banca,"Martes,Sabado,Lunes",Manana,3 Veces O Mas,30 Min,40+,Universidad,Individual,Ninguna,Si,Alcaldia,Si
101,2025-12-13,40-49,Masculino,Galapa,Profesional,Smartphone,Computador,Datos Moviles,2,Incomodo,Nunca,"Correo,Whatsapp","Tramites,No Lo Usa",No Sabe Descargar Apps,Estafas,No,Muy Util,"Banca,Compras",Whatsapp,"Martes,Viernes",Tarde,2 Veces,1 Hora,40+,Universidad,Grupo Pequeno,Vista,Solo Si Es Gratis,Fundacion,Si
102,2025-11-22,70-79,Masculino,Soledad,Primaria,Smartphone,Celular,Wifi,5,Comodo,Rara Vez,Banca,No Lo Usa,Olvida Contrasenas,Perder Dinero,Tal Vez,Poco Util,"Gobierno,Whatsapp",Whatsapp,Lunes,"Tarde,Noche",Depende,30 Min,0-10,Barrio,Individual,Audicion,Solo Si Es Gratis,Universidad,No
103,2025-12-03,70-79,Prefiero No Decirlo,Malambo,Primaria,Celular Basico,Computador,Wifi,1,Comodo,Todos Los Dias,"Google Maps,Correo","Mapas,Mensajes",Miedo A Danar Celular,Estafas,Si,Muy Util,"Gobierno,Compras",Correo,"Jueves,Martes,Sabado","Noche,Manana",2 Veces,1.5 Horas,40+,Barrio,Indiferente,Memoria,Si,Alcaldia,No
104,2025-11-24,60-69,Femenino,Puerto Colombia,Ninguno,No Tiene,Tablet,No Tiene,3,Muy Comodo,Nunca,"Ninguna,Youtube","Videos,Mapas",Ninguna,Ninguno,Si,Muy Util,"Google Maps,Correo,Salud",Salud,Lunes,"Tarde,Manana",3 Veces O Mas,1 Hora,0-10,Biblioteca,Indiferente,Memoria,Si,Alcaldia,No
105,2025-11-30,80+,Masculino,Barranquilla,Profesional,Celular Basico,Computador,Wifi,4,Muy Incomodo,Nunca,"Correo,Whatsapp",Llamadas,"Ninguna,Miedo A Danar Celular",No Entender,Tal Vez,Poco Util,Salud,Salud,"Viernes,Sabado","Noche,Tarde",Depende,30 Min,0-10,Biblioteca,Individual,Motricidad,No,Empresa Privada,No
106,2025-11-22,40-49,Femenino,Soledad,Profesional,Smartphone,Ninguno,Wifi,3,Muy Comodo,Rara Vez,Whatsapp,"Mensajes,Mapas",Olvida Contrasenas,Estafas,Tal Vez,Muy Util,"Banca,Compras,Salud",Salud,"Viernes,Sabado,Martes","Manana,Noche",Depende,1.5 Horas,11-20,Biblioteca,Grupo Pequeno,Vista,No,Familia,No
107,2025-11-28,70-79,Masculino,Puerto Colombia,Bachillerato,Celular Basico,Ninguno,Datos Moviles,3,Comodo,Rara Vez,Correo,"No Lo Usa,Tramites","Ninguna,Miedo A Danar Celular",Perder Dinero,Si,Poco Util,"Redes Sociales,Gobierno,Banca",Redes Sociales,"Martes,Viernes,Miercoles",Tarde,Depende,1.5 Horas,21-40,Alcaldia,Individual,Ninguna,Si,Alcaldia,No
108,2025-12-10,40-49,Prefiero No Decirlo,Barranquilla,Bachillerato,Celular Basico,Tablet,Datos Moviles,3,Incomodo,Nunca,"Google Maps,Youtube,Whatsapp","Mapas,Llamadas",Ninguna,No Entender,Si,Poco Util,"Whatsapp,Salud,Compras",Salud,"Miercoles,Viernes,Lunes",Noche,3 Veces O Mas,45 Min,40+,Biblioteca,Grupo Grande,Ninguna,Solo Si Es Gratis,Familia,Si
109,2025-11-20,50-59,Masculino,Galapa,Bachillerato,No Tiene,Celular,Wifi,2,Muy Comodo,Nunca,"Whatsapp,Correo","Tramites,Videos",Miedo A Danar Celular,Ninguno,Tal Vez,Muy Util,"Gobierno,Redes Sociales",Banca,Martes,"Noche,Manana",3 Veces O Mas,1.5 Horas,21-40,Barrio,Grupo Grande,Ninguna,Si,Universidad,Si
110,2025-11-19,80+,Femenino,Galapa,Ninguno,No Tiene,Ninguno,Wifi,3,Incomodo,Rara Vez,"Google Maps,Ninguna,Banca","Mensajes,Tramites","Ninguna,No Entiende Botones",Estafas,No,Poco Util,"Salud,Redes Sociales",Correo,"Martes,Lunes,Miercoles","Manana,Tarde",3 Veces O Mas,1 Hora,0-10,Universidad,Indiferente,Memoria,Si,Empresa Privada,Si
111,2025-12-04,80+,Femenino,Barranquilla,Bachillerato,No Tiene,Celular,No Tiene,1,Incomodo,Rara Vez,"Correo,Whatsapp,Youtube","No Lo Usa,Llamadas",No Entiende Botones,No Entender,No,Poco Util,Banca,Whatsapp,Martes,"Noche,Manana",2 Veces,1 Hora,40+,Alcaldia,Indiferente,Memoria,No,Empresa Privada,Si
112,2025-12-02,40-49,Prefiero No Decirlo,Barranquilla,Ninguno,Smartphone,Celular,No Tiene,1,Neutral,Nunca,"Ninguna,Google Maps",Videos,"No Sabe Descargar Apps,Ninguna",Estafas,Tal Vez,Util,"Salud,Banca,Redes Sociales",Salud,"Miercoles,Martes,Sabado","Manana,Noche",1 Vez,30 Min,0-10,Alcaldia,Individual,Motricidad,Si,Empresa Privada,Si
113,2025-12-01,80+,Femenino,Soledad,Bachillerato,Smartphone,Computador,Wifi,1,Incomodo,Nunca,"Correo,Banca,Whatsapp","No Lo Usa,Llamadas","No Entiende Botones,Miedo A Danar Celular",Ninguno,Tal Vez,Poco Util,"Google Maps,Redes Sociales",Redes Sociales,Lunes,"Noche,Manana",2 Veces,1 Hora,40+,Alcaldia,Grupo Grande,Ninguna,Solo Si Es Gratis,Empresa Privada,Si
114,2025-11-26,80+,Masculino,Malambo,Profesional,Smartphone,Celular,Datos Moviles,2,Incomodo,Todos Los Dias,"Google Maps,Youtube","Mapas,No Lo Usa","Olvida Contrasenas,Ninguna",No Entender,No,Muy Util,Banca,Mapas,Viernes,Tarde,1 Vez,30 Min,0-10,Barrio,Indiferente,Ninguna,Si,Alcaldia,No
115,2025-11-27,80+,Masculino,Soledad,Tecnico/Tecnologo,Celular Basico,Tablet,No Tiene,3,Incomodo,Todos Los Dias,"Banca,Whatsapp,Correo","Tramites,Llamadas",Ninguna,Perder Dinero,No,Util,"Google Maps,Banca",Correo,"Sabado,Martes,Jueves","Manana,Noche",Depende,45 Min,0-10,Universidad,Grupo Grande,Audicion,Si,Universidad,No
116,2025-12-02,70-79,Masculino,Barranquilla,Primaria,No Tiene,Computador,Wifi,5,Neutral,A Veces,"Banca,Ninguna,Youtube","No Lo Usa,Mapas","Ninguna,No Entiende Botones",Ninguno,Tal Vez,No Me Interesa,Compras,Mapas,"Jueves,Sabado",Noche,2 Veces,1.5 Horas,11-20,Biblioteca,Individual,Ninguna,Solo Si Es Gratis,Empresa Privada,Si
117,2025-12-10,50-59,Femenino,Malambo,Ninguno,No Tiene,Celular,No Tiene,2,Comodo,A Veces,"Whatsapp,Correo,Banca","Mensajes,Tramites",No Sabe Descargar Apps,Estafas,Si,Muy Util,Google Maps,Banca,"Viernes,Lunes,Martes",Manana,3 Veces O Mas,45 Min,40+,Barrio,Grupo Grande,Vista,Si,Fundacion,No
118,2025-11-17,70-79,Femenino,Soledad,Profesional,No Tiene,Tablet,No Tiene,2,Muy Comodo,A Veces,Ninguna,"Mapas,Tramites",Miedo A Danar Celular,No Entender,Tal Vez,Util,Whatsapp,Banca,"Viernes,Jueves,Martes",Manana,Depende,30 Min,0-10,Barrio,Indiferente,Audicion,Solo Si Es Gratis,Familia,Si
119,2025-11-16,70-79,Prefiero No Decirlo,Galapa,Tecnico/Tecnologo,Smartphone,Ninguno,Wifi,4,Comodo,A Veces,"Ninguna,Banca,Whatsapp","Mensajes,Videos","Miedo A Danar Celular,No Entiende Botones",Dañar Celular,No,No Me Interesa,"Salud,Whatsapp",Redes Sociales,"Lunes,Viernes,Sabado",Tarde,2 Veces,1 Hora,40+,Universidad,Individual,Audicion,No,Familia,No
120,2025-12-06,80+,Masculino,Puerto Colombia,Tecnico/Tecnologo,No Tiene,Computador,No Tiene,4,Incomodo,Todos Los Dias,"Banca,Correo,Youtube","Tramites,No Lo Usa","Olvida Contrasenas,Ninguna",Ninguno,Tal Vez,No Me Interesa,"Google Maps,Compras,Redes Sociales",Whatsapp,"Martes,Jueves,Sabado",Manana,Depende,1 Hora,0-10,Biblioteca,Indiferente,Vista,Si,Universidad,No
121,2025-11-15,80+,Masculino,Barranquilla,Primaria,Celular Basico,Tablet,Datos Moviles,1,Muy Comodo,Nunca,"Correo,Ninguna,Google Maps",Mensajes,"No Sabe Descargar Apps,No Entiende Botones",Perder Dinero,No,Poco Util,Whatsapp,Correo,"Viernes,Martes,Sabado",Tarde,2 Veces,30 Min,11-20,Barrio,Grupo Grande,Memoria,No,Fundacion,No
122,2025-11-26,50-59,Prefiero No Decirlo,Barranquilla,Primaria,Smartphone,Computador,No Tiene,5,Muy Comodo,A Veces,"Google Maps,Youtube",Mapas,"Ninguna,No Entiende Botones",Dañar Celular,Si,No Me Interesa,"Banca,Correo,Whatsapp",Correo,"Miercoles,Lunes","Noche,Tarde",Depende,1.5 Horas,40+,Biblioteca,Grupo Grande,Memoria,Solo Si Es Gratis,Fundacion,Si
123,2025-11-29,40-49,Masculino,Barranquilla,Profesional,No Tiene,Tablet,No Tiene,2,Neutral,Todos Los Dias,"Banca,Ninguna",No Lo Usa,"Miedo A Danar Celular,Olvida Contrasenas",Estafas,Tal Vez,Poco Util,Google Maps,Salud,"Miercoles,Martes","Manana,Noche",Depende,45 Min,11-20,Biblioteca,Grupo Grande,Audicion,Si,Universidad,Si
124,2025-11-18,80+,Masculino,Soledad,Primaria,Smartphone,Celular,No Tiene,4,Muy Comodo,Nunca,"Whatsapp,Correo,Google Maps","Mapas,Tramites","No Sabe Descargar Apps,Miedo A Danar Celular",Ninguno,Tal Vez,No Me Interesa,Google Maps,Whatsapp,"Jueves,Sabado,Lunes","Tarde,Manana",Depende,30 Min,40+,Universidad,Individual,Vista,Solo Si Es Gratis,Universidad,No
125,2025-11-26,40-49,Masculino,Malambo,Ninguno,Celular Basico,Tablet,No Tiene,3,Incomodo,A Veces,"Banca,Google Maps","Mensajes,Mapas","Miedo A Danar Celular,No Sabe Descargar Apps",Dañar Celular,Tal Vez,No Me Interesa,"Gobierno,Banca",Correo,Viernes,Manana,3 Veces O Mas,45 Min,40+,Alcaldia,Grupo Pequeno,Audicion,Solo Si Es Gratis,Universidad,No
126,2025-11-19,40-49,Femenino,Galapa,Profesional,Smartphone,Computador,Datos Moviles,3,Neutral,Nunca,"Whatsapp,Youtube",Mensajes,"No Sabe Descargar Apps,No Entiende Botones",No Entender,No,Poco Util,"Redes Sociales,Google Maps",Correo,"Miercoles,Sabado,Lunes","Manana,Tarde",2 Veces,45 Min,21-40,Universidad,Grupo Grande,Ninguna,No,Fundacion,Si
127,2025-12-02,80+,Masculino,Galapa,Bachillerato,Smartphone,Computador,Datos Moviles,5,Muy Comodo,Todos Los Dias,Whatsapp,Videos,Olvida Contrasenas,Dañar Celular,No,Poco Util,"Correo,Gobierno,Redes Sociales",Salud,"Jueves,Miercoles","Tarde,Manana",2 Veces,30 Min,11-20,Biblioteca,Grupo Grande,Vista,Si,Universidad,No
128,2025-12-11,40-49,Femenino,Galapa,Ninguno,Smartphone,Celular,Datos Moviles,5,Muy Incomodo,Nunca,"Banca,Youtube",No Lo Usa,"Olvida Contrasenas,Miedo A Danar Celular",Perder Dinero,No,Poco Util,"Google Maps,Banca",Correo,Lunes,Noche,3 Veces O Mas,1 Hora,40+,Alcaldia,Grupo Grande,Ninguna,No,Universidad,Si
129,2025-11-26,80+,Masculino,Puerto Colombia,Profesional,No Tiene,Computador,Datos Moviles,4,Muy Comodo,Rara Vez,Correo,"Videos,Mapas","Miedo A Danar Celular,Olvida Contrasenas",Estafas,Si,Util,"Correo,Salud",Correo,Sabado,"Tarde,Noche",1 Vez,1.5 Horas,21-40,Biblioteca,Individual,Ninguna,No,Universidad,No
130,2025-11-16,80+,Masculino,Galapa,Bachillerato,Smartphone,Ninguno,Datos Moviles,2,Neutral,Nunca,"Ninguna,Youtube","Videos,Tramites","No Sabe Descargar Apps,Miedo A Danar Celular",Estafas,Si,Util,"Banca,Redes Sociales",Salud,"Jueves,Miercoles,Sabado",Tarde,1 Vez,45 Min,0-10,Barrio,Grupo Pequeno,Vista,No,Empresa Privada,Si
131,2025-11-22,70-79,Prefiero No Decirlo,Barranquilla,Bachillerato,Smartphone,Tablet,Wifi,4,Incomodo,A Veces,"Google Maps,Correo","Mapas,Llamadas","No Entiende Botones,Miedo A Danar Celular",Estafas,Tal Vez,No Me Interesa,Gobierno,Banca,Miercoles,"Manana,Noche",2 Veces,1.5 Horas,40+,Biblioteca,Individual,Audicion,No,Alcaldia,Si
132,2025-11-29,70-79,Prefiero No Decirlo,Malambo,Tecnico/Tecnologo,Smartphone,Celular,No Tiene,5,Muy Comodo,Nunca,"Correo,Google Maps",Videos,Miedo A Danar Celular,Estafas,Si,No Me Interesa,"Whatsapp,Banca",Mapas,"Lunes,Jueves,Martes",Manana,Depende,45 Min,21-40,Barrio,Grupo Pequeno,Audicion,No,Alcaldia,No
133,2025-11-15,40-49,Femenino,Malambo,Bachillerato,No Tiene,Celular,Wifi,4,Incomodo,A Veces,"Ninguna,Google Maps,Correo",Llamadas,"Olvida Contrasenas,Miedo A Danar Celular",Dañar Celular,Si,No Me Interesa,"Gobierno,Correo,Google Maps",Correo,"Jueves,Martes,Viernes","Tarde,Noche",3 Veces O Mas,45 Min,0-10,Biblioteca,Indiferente,Motricidad,No,Familia,No
134,2025-11-30,40-49,Prefiero No Decirlo,Puerto Colombia,Profesional,No Tiene,Tablet,Wifi,5,Neutral,Rara Vez,"Ninguna,Whatsapp","Mensajes,Tramites","Ninguna,Miedo A Danar Celular",Ninguno,Tal Vez,Poco Util,"Redes Sociales,Whatsapp",Whatsapp,"Sabado,Lunes,Viernes",Manana,1 Vez,45 Min,0-10,Alcaldia,Grupo Pequeno,Vista,Si,Familia,No
